"學年度","學校代碼","學校名稱","科系代碼","科系名稱","日間∕進修別","等級別","學生數","教師數","上學年度畢業生數","縣市名稱","體系別"
112,0002,國立清華大學,05211102,環境與文化資源學系社會學習領域教師碩士在職專班,N 職,M 碩士,55,0,5,18 新竹市,1 一般
112,0002,國立清華大學,05211102,環境與文化資源學系,D 日,B 學士,1,0,7,18 新竹市,1 一般
112,0002,國立清華大學,05211121,分析與環境科學研究所,D 日,D 博士,1,0,0,18 新竹市,1 一般
112,0002,國立清華大學,05211121,分析與環境科學研究所,D 日,M 碩士,44,6,8,18 新竹市,1 一般
112,0002,國立清華大學,05311037,化學系,D 日,D 博士,82,0,15,18 新竹市,1 一般
112,0002,國立清華大學,05311037,化學系,D 日,M 碩士,211,0,88,18 新竹市,1 一般
112,0002,國立清華大學,05311037,化學系,D 日,B 學士,280,25,49,18 新竹市,1 一般
112,0002,國立清華大學,05331038,物理學系,D 日,D 博士,82,0,10,18 新竹市,1 一般
112,0002,國立清華大學,05331038,物理學系,D 日,M 碩士,209,0,58,18 新竹市,1 一般
112,0002,國立清華大學,05331038,物理學系,D 日,B 學士,289,35,73,18 新竹市,1 一般
112,0002,國立清華大學,05331137,量子科技暨尖端材料博士學位學程,D 日,D 博士,1,0,0,18 新竹市,1 一般
112,0002,國立清華大學,05332039,天文研究所,D 日,D 博士,18,0,4,18 新竹市,1 一般
112,0002,國立清華大學,05332039,天文研究所,D 日,M 碩士,21,10,10,18 新竹市,1 一般
112,0002,國立清華大學,05399040,先進光源科技博士學位學程,D 日,D 博士,0,0,1,18 新竹市,1 一般
112,0002,國立清華大學,05399040,先進光源科技碩士學位學程,D 日,M 碩士,4,0,3,18 新竹市,1 一般
112,0002,國立清華大學,05399042,理學院學士班,D 日,B 學士,169,0,26,18 新竹市,1 一般
112,0002,國立清華大學,05411043,數學系,D 日,D 博士,12,0,1,18 新竹市,1 一般
112,0002,國立清華大學,05411043,數學系,D 日,M 碩士,55,0,10,18 新竹市,1 一般
112,0002,國立清華大學,05411043,數學系,D 日,B 學士,262,25,63,18 新竹市,1 一般
112,0002,國立清華大學,05411115,計算與建模科學研究所,D 日,M 碩士,25,5,10,18 新竹市,1 一般
112,0002,國立清華大學,05421044,統計學研究所,D 日,D 博士,22,0,0,18 新竹市,1 一般
112,0002,國立清華大學,05421044,統計學研究所,D 日,M 碩士,51,9,27,18 新竹市,1 一般
112,0002,國立清華大學,06131053,資訊工程學系,D 日,D 博士,76,0,5,18 新竹市,1 一般
112,0002,國立清華大學,06131053,資訊工程學系,D 日,M 碩士,446,0,171,18 新竹市,1 一般
112,0002,國立清華大學,06131053,資訊工程學系,D 日,B 學士,604,37,132,18 新竹市,1 一般
112,0002,國立清華大學,06131122,資訊安全研究所,D 日,M 碩士,65,0,16,18 新竹市,1 一般
112,0002,國立清華大學,06134046,資訊系統與應用研究所,D 日,D 博士,23,0,4,18 新竹市,1 一般
112,0002,國立清華大學,06134046,資訊系統與應用研究所,D 日,M 碩士,154,0,51,18 新竹市,1 一般
112,0002,國立清華大學,06134048,社群網路與人智計算國際研究生博士學位學程,D 日,D 博士,13,0,2,18 新竹市,1 一般
112,0002,國立清華大學,07111057,化學工程學系,D 日,D 博士,82,0,20,18 新竹市,1 一般
112,0002,國立清華大學,07111057,化學工程學系,D 日,M 碩士,208,0,90,18 新竹市,1 一般
112,0002,國立清華大學,07111057,化學工程學系,D 日,B 學士,247,23,62,18 新竹市,1 一般
112,0002,國立清華大學,07112058,材料科學工程學系,D 日,D 博士,113,0,27,18 新竹市,1 一般
112,0002,國立清華大學,07112058,材料科學工程學系,D 日,M 碩士,321,0,106,18 新竹市,1 一般
112,0002,國立清華大學,07112058,材料科學工程學系,D 日,B 學士,462,32,114,18 新竹市,1 一般
112,0002,國立清華大學,07112071,工學院學士班,D 日,B 學士,174,0,21,18 新竹市,1 一般
112,0002,國立清華大學,07112118,前瞻功能材料產業博士學位學程,D 日,D 博士,15,0,1,18 新竹市,1 一般
112,0002,國立清華大學,07131068,核子工程與科學研究所,D 日,D 博士,19,0,1,18 新竹市,1 一般
112,0002,國立清華大學,07131068,核子工程與科學研究所,D 日,M 碩士,51,7,18,18 新竹市,1 一般
112,0002,國立清華大學,07141049,電機工程學系,D 日,D 博士,73,0,6,18 新竹市,1 一般
112,0002,國立清華大學,07141049,電機工程學系,D 日,M 碩士,407,0,129,18 新竹市,1 一般
112,0002,國立清華大學,07141049,電機工程學系,D 日,B 學士,496,60,109,18 新竹市,1 一般
112,0002,國立清華大學,07141050,電子工程研究所,D 日,D 博士,37,0,5,18 新竹市,1 一般
112,0002,國立清華大學,07141050,電子工程研究所,D 日,M 碩士,213,0,86,18 新竹市,1 一般
112,0002,國立清華大學,07141052,光電工程研究所,D 日,D 博士,25,0,1,18 新竹市,1 一般
112,0002,國立清華大學,07141052,光電工程研究所,D 日,M 碩士,145,0,42,18 新竹市,1 一般
112,0002,國立清華大學,07141054,通訊工程研究所,D 日,D 博士,19,0,3,18 新竹市,1 一般
112,0002,國立清華大學,07141054,通訊工程研究所,D 日,M 碩士,166,0,55,18 新竹市,1 一般
112,0002,國立清華大學,07141055,電機資訊學院學士班,D 日,B 學士,306,0,49,18 新竹市,1 一般
112,0002,國立清華大學,07151056,動力機械工程學系,D 日,D 博士,71,0,20,18 新竹市,1 一般
112,0002,國立清華大學,07151056,動力機械工程學系,D 日,M 碩士,363,0,123,18 新竹市,1 一般
112,0002,國立清華大學,07151056,動力機械工程學系,D 日,B 學士,468,39,103,18 新竹市,1 一般
112,0002,國立清華大學,07151129,智慧生產與製造產業碩士專班,D 日,M 碩士,0,0,2,18 新竹市,1 一般
112,0002,國立清華大學,07151134,AI智慧製造與工業物聯網產業碩士專班,D 日,M 碩士,0,0,2,18 新竹市,1 一般
112,0002,國立清華大學,07151138,電動載具先進智慧製造技術產業碩士專班,D 日,M 碩士,6,0,0,18 新竹市,1 一般
112,0002,國立清華大學,07151141,AI智慧製造與智慧物聯網產業碩士專班,D 日,M 碩士,13,0,0,18 新竹市,1 一般
112,0002,國立清華大學,07151145,流體機械暨先進材料與智慧檢測產業碩士專班,D 日,M 碩士,2,0,0,18 新竹市,1 一般
112,0002,國立清華大學,07191061,工業工程與工程管理學系,D 日,D 博士,41,0,7,18 新竹市,1 一般
112,0002,國立清華大學,07191061,工業工程與工程管理學系,D 日,M 碩士,214,0,106,18 新竹市,1 一般
112,0002,國立清華大學,07191061,工業工程與工程管理學系,N 職,M 碩士,118,0,28,18 新竹市,1 一般
112,0002,國立清華大學,07191061,工業工程與工程管理學系,D 日,B 學士,293,19,57,18 新竹市,1 一般
112,0002,國立清華大學,07191123,智慧製造跨院高階主管碩士在職學位學程,N 職,M 碩士,65,0,10,18 新竹市,1 一般
112,0002,國立清華大學,07193063,生醫工程與環境科學系,D 日,D 博士,51,0,8,18 新竹市,1 一般
112,0002,國立清華大學,07193063,生醫工程與環境科學系,D 日,M 碩士,101,0,54,18 新竹市,1 一般
112,0002,國立清華大學,07193063,生醫工程與環境科學系,D 日,B 學士,175,15,33,18 新竹市,1 一般
112,0002,國立清華大學,07193065,生物醫學工程研究所,D 日,D 博士,8,0,0,18 新竹市,1 一般
112,0002,國立清華大學,07193065,生物醫學工程研究所,D 日,M 碩士,49,6,22,18 新竹市,1 一般
112,0002,國立清華大學,07193132,智慧生醫博士學位學程,D 日,D 博士,3,1,0,18 新竹市,1 一般
112,0002,國立清華大學,07194059,奈米工程與微系統研究所,D 日,D 博士,43,0,4,18 新竹市,1 一般
112,0002,國立清華大學,07194059,奈米工程與微系統研究所,D 日,M 碩士,62,0,15,18 新竹市,1 一般
112,0002,國立清華大學,07194066,工程與系統科學系,D 日,D 博士,79,0,13,18 新竹市,1 一般
112,0002,國立清華大學,07194066,工程與系統科學系,D 日,M 碩士,214,0,65,18 新竹市,1 一般
112,0002,國立清華大學,07194066,工程與系統科學系,D 日,B 學士,415,21,100,18 新竹市,1 一般
112,0002,國立清華大學,07194069,原子科學院學士班,D 日,B 學士,109,0,19,18 新竹市,1 一般
112,0002,國立清華大學,07199070,全球營運管理碩士雙聯學位學程,D 日,M 碩士,1,0,1,18 新竹市,1 一般
112,0002,國立清華大學,09121073,醫學科學系,D 日,B 學士,152,6,27,18 新竹市,1 一般
112,0002,國立清華大學,09121133,精準醫療博士學位學程,D 日,D 博士,8,2,0,18 新竹市,1 一般
112,0002,國立清華大學,09121140,學士後醫學系,D 日,B 學士,46,32,0,18 新竹市,1 一般
112,0002,國立清華大學,99999074,跨院國際博士班學位學程,D 日,D 博士,137,0,8,18 新竹市,1 一般
112,0002,國立清華大學,99999074,跨院國際碩士學位學程,D 日,M 碩士,37,4,10,18 新竹市,1 一般
112,0002,國立清華大學,99999075,清華學院學士班,D 日,B 學士,93,1,3,18 新竹市,1 一般
112,0002,國立清華大學,99999120,清華學院國際學士班,D 日,B 學士,235,1,29,18 新竹市,1 一般
112,0002,國立清華大學,99999X25,台北政經學院,D 日,,0,1,0,18 新竹市,1 一般
112,0002,國立清華大學,99999Z01,通識及共同科目,D 日,,0,24,0,18 新竹市,1 一般
112,0002,國立清華大學,99999Z03,軍訓教官,D 日,,0,2,0,18 新竹市,1 一般
112,0002,國立清華大學,99999Z05,師資培育中心,D 日,,0,8,0,18 新竹市,1 一般
112,0002,國立清華大學,99999Z05,師資培育中心,N 修,,0,1,0,18 新竹市,1 一般
112,0002,國立清華大學,99999Z07,體育室,D 日,,0,11,0,18 新竹市,1 一般
112,0002,國立清華大學,99999Z08,語言中心,D 日,,0,2,0,18 新竹市,1 一般
112,0003,國立臺灣大學,01131001,華語教學碩士學位學程,D 日,M 碩士,54,5,14,30 臺北市,1 一般
112,0003,國立臺灣大學,02151002,音樂學研究所,D 日,D 博士,19,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,02151002,音樂學研究所,D 日,M 碩士,21,8,6,30 臺北市,1 一般
112,0003,國立臺灣大學,02152003,戲劇學系,D 日,D 博士,7,0,1,30 臺北市,1 一般
112,0003,國立臺灣大學,02152003,戲劇學系,D 日,M 碩士,30,0,5,30 臺北市,1 一般
112,0003,國立臺灣大學,02152003,戲劇學系,D 日,B 學士,165,14,30,30 臺北市,1 一般
112,0003,國立臺灣大學,02191004,藝術史研究所,D 日,D 博士,13,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,02191004,藝術史研究所,D 日,M 碩士,40,7,2,30 臺北市,1 一般
112,0003,國立臺灣大學,02221012,歷史學系,D 日,D 博士,47,0,5,30 臺北市,1 一般
112,0003,國立臺灣大學,02221012,歷史學系,D 日,M 碩士,71,0,14,30 臺北市,1 一般
112,0003,國立臺灣大學,02221012,歷史學系,D 日,B 學士,258,26,45,30 臺北市,1 一般
112,0003,國立臺灣大學,02222013,人類學系,D 日,D 博士,16,0,1,30 臺北市,1 一般
112,0003,國立臺灣大學,02222013,人類學系,D 日,M 碩士,39,0,6,30 臺北市,1 一般
112,0003,國立臺灣大學,02222013,人類學系,D 日,B 學士,191,13,38,30 臺北市,1 一般
112,0003,國立臺灣大學,02231014,哲學系,D 日,D 博士,32,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,02231014,哲學系,D 日,M 碩士,50,0,5,30 臺北市,1 一般
112,0003,國立臺灣大學,02231014,哲學系,D 日,B 學士,192,23,30,30 臺北市,1 一般
112,0003,國立臺灣大學,02311007,外國語文學系,D 日,D 博士,15,0,3,30 臺北市,1 一般
112,0003,國立臺灣大學,02311007,外國語文學系,D 日,M 碩士,67,0,15,30 臺北市,1 一般
112,0003,國立臺灣大學,02311007,外國語文學系,D 日,B 學士,581,72,114,30 臺北市,1 一般
112,0003,國立臺灣大學,02311009,日本語文學系,D 日,M 碩士,49,0,4,30 臺北市,1 一般
112,0003,國立臺灣大學,02311009,日本語文學系,D 日,B 學士,264,14,44,30 臺北市,1 一般
112,0003,國立臺灣大學,02312010,翻譯碩士學位學程,D 日,M 碩士,61,4,16,30 臺北市,1 一般
112,0003,國立臺灣大學,02321005,臺灣文學研究所,D 日,D 博士,24,0,1,30 臺北市,1 一般
112,0003,國立臺灣大學,02321005,臺灣文學研究所,D 日,M 碩士,45,7,10,30 臺北市,1 一般
112,0003,國立臺灣大學,02322006,中國文學系,D 日,D 博士,41,0,10,30 臺北市,1 一般
112,0003,國立臺灣大學,02322006,中國文學系,D 日,M 碩士,82,0,19,30 臺北市,1 一般
112,0003,國立臺灣大學,02322006,中國文學系,D 日,B 學士,300,52,64,30 臺北市,1 一般
112,0003,國立臺灣大學,02399011,語言學研究所,D 日,D 博士,14,0,3,30 臺北市,1 一般
112,0003,國立臺灣大學,02399011,語言學研究所,D 日,M 碩士,35,7,7,30 臺北市,1 一般
112,0003,國立臺灣大學,03111015,經濟學系,D 日,D 博士,21,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,03111015,經濟學系,D 日,M 碩士,111,0,43,30 臺北市,1 一般
112,0003,國立臺灣大學,03111015,經濟學系,N 職,M 碩士,83,0,9,30 臺北市,1 一般
112,0003,國立臺灣大學,03111015,經濟學系,D 日,B 學士,652,42,133,30 臺北市,1 一般
112,0003,國立臺灣大學,03121016,政治學系,D 日,D 博士,39,0,4,30 臺北市,1 一般
112,0003,國立臺灣大學,03121016,政治學系,D 日,M 碩士,125,0,37,30 臺北市,1 一般
112,0003,國立臺灣大學,03121016,政治學系,N 職,M 碩士,80,0,7,30 臺北市,1 一般
112,0003,國立臺灣大學,03121016,政治學系,D 日,B 學士,723,27,163,30 臺北市,1 一般
112,0003,國立臺灣大學,03131019,心理學系,D 日,D 博士,35,0,4,30 臺北市,1 一般
112,0003,國立臺灣大學,03131019,心理學系,D 日,M 碩士,115,0,30,30 臺北市,1 一般
112,0003,國立臺灣大學,03131019,心理學系,D 日,B 學士,306,24,69,30 臺北市,1 一般
112,0003,國立臺灣大學,03141018,社會學系,D 日,D 博士,15,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,03141018,社會學系,D 日,M 碩士,44,0,8,30 臺北市,1 一般
112,0003,國立臺灣大學,03141018,社會學系,D 日,B 學士,218,19,44,30 臺北市,1 一般
112,0003,國立臺灣大學,03142021,地理環境資源學系,D 日,D 博士,16,0,4,30 臺北市,1 一般
112,0003,國立臺灣大學,03142021,地理環境資源學系,D 日,M 碩士,65,0,21,30 臺北市,1 一般
112,0003,國立臺灣大學,03142021,地理環境資源學系,N 職,M 碩士,1,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,03142021,地理環境資源學系,D 日,B 學士,153,17,29,30 臺北市,1 一般
112,0003,國立臺灣大學,03191023,國家發展研究所,D 日,D 博士,31,0,6,30 臺北市,1 一般
112,0003,國立臺灣大學,03191023,國家發展研究所,D 日,M 碩士,184,15,32,30 臺北市,1 一般
112,0003,國立臺灣大學,03191023,國家發展研究所,N 職,M 碩士,55,0,31,30 臺北市,1 一般
112,0003,國立臺灣大學,03212024,新聞研究所,D 日,M 碩士,92,6,23,30 臺北市,1 一般
112,0003,國立臺灣大學,03222025,圖書資訊學系,D 日,D 博士,19,0,3,30 臺北市,1 一般
112,0003,國立臺灣大學,03222025,圖書資訊學系,D 日,M 碩士,73,0,12,30 臺北市,1 一般
112,0003,國立臺灣大學,03222025,圖書資訊學系,D 日,B 學士,213,11,40,30 臺北市,1 一般
112,0003,國立臺灣大學,04111027,會計學系,D 日,D 博士,16,0,1,30 臺北市,1 一般
112,0003,國立臺灣大學,04111027,會計學系,D 日,M 碩士,97,0,43,30 臺北市,1 一般
112,0003,國立臺灣大學,04111027,會計學系,D 日,B 學士,558,22,124,30 臺北市,1 一般
112,0003,國立臺灣大學,04121032,財務金融學系,D 日,D 博士,22,0,2,30 臺北市,1 一般
112,0003,國立臺灣大學,04121032,財務金融學系,D 日,M 碩士,147,0,61,30 臺北市,1 一般
112,0003,國立臺灣大學,04121032,財務金融學系,D 日,B 學士,526,24,121,30 臺北市,1 一般
112,0003,國立臺灣大學,04131026,商學研究所,D 日,D 博士,44,0,1,30 臺北市,1 一般
112,0003,國立臺灣大學,04131026,商學研究所,D 日,M 碩士,134,11,58,30 臺北市,1 一般
112,0003,國立臺灣大學,04131028,管理學院企業管理碩士專班,D 日,M 碩士,184,2,45,30 臺北市,1 一般
112,0003,國立臺灣大學,04131029,工商管理學系,D 日,B 學士,469,10,89,30 臺北市,1 一般
112,0003,國立臺灣大學,04131030,事業經營碩士在職學位學程,N 職,M 碩士,61,2,26,30 臺北市,1 一般
112,0003,國立臺灣大學,04131031,國際企業學系,D 日,D 博士,47,0,4,30 臺北市,1 一般
112,0003,國立臺灣大學,04131031,國際企業學系,D 日,M 碩士,144,0,57,30 臺北市,1 一般
112,0003,國立臺灣大學,04131031,國際企業學系,D 日,B 學士,413,21,85,30 臺北市,1 一般
112,0003,國立臺灣大學,04134022,公共事務研究所,D 日,M 碩士,46,7,17,30 臺北市,1 一般
112,0003,國立臺灣大學,04199034,臺大復旦EMBA境外專班,N 職,M 碩士,227,0,29,30 臺北市,1 一般
